customer_id,gender,age_group,region,product_category,purchase_channel,platform,customer_rating,review_text,sentiment,response_time_hours,issue_resolved,complaint_registered,sentiment_label
23480,other,26-35,central,sports,online,bigbasket,1,not worth the price.,negative,71,no,yes,0
23481,male,36-45,east,beauty,online,others,5,very satisfied with the quality.,positive,68,no,no,1
23482,female,60+,west,fashion,online,myntra,5,excellent product! exceeded expectations.,positive,51,no,no,1
23485,other,60+,south,fashion,online,boat,1,product stopped working after few days.,negative,43,yes,yes,0
23486,other,26-35,west,books,online,tata cliq,1,very disappointed with the quality.,negative,69,no,yes,0
23487,female,26-35,north,fashion,online,nykaa,1,late delivery and poor packaging.,negative,69,no,yes,0
23488,male,18-25,west,beauty,online,jiomart,2,not worth the price.,negative,64,no,yes,0
23489,other,46-60,east,groceries,online,amazon,2,late delivery and poor packaging.,negative,69,no,yes,0
23490,female,36-45,east,fashion,online,snapdeal,4,very satisfied with the quality.,positive,42,yes,no,1
23491,male,26-35,west,travel,online,others,2,product stopped working after few days.,negative,2,yes,yes,0
23492,other,46-60,south,sports,online,tata cliq,2,product stopped working after few days.,negative,38,yes,yes,0
23493,other,18-25,south,beauty,online,facebook marketplace,5,fast delivery and great packaging.,positive,6,yes,no,1
23494,male,36-45,north,books,online,zepto,1,customer service was unhelpful.,negative,31,yes,yes,0
23495,male,46-60,north,groceries,online,facebook marketplace,5,very satisfied with the quality.,positive,47,yes,no,1
23496,male,60+,north,home & kitchen,online,swiggy instamart,5,fast delivery and great packaging.,positive,47,yes,no,1
23497,female,46-60,north,electronics,online,snapdeal,2,very disappointed with the quality.,negative,46,yes,yes,0
23498,male,36-45,west,automobile,online,swiggy instamart,4,very satisfied with the quality.,positive,6,yes,no,1
23499,female,18-25,south,travel,online,flipkart,1,not worth the price.,negative,8,yes,yes,0
23501,male,36-45,west,electronics,online,jiomart,1,late delivery and poor packaging.,negative,4,yes,yes,0
23502,other,36-45,east,groceries,online,shopclues,4,great value for money.,positive,2,yes,no,1
23503,male,36-45,north,travel,online,snapdeal,4,"amazing experience, highly recommend!",positive,16,yes,no,1
23504,male,46-60,east,travel,online,snapdeal,2,customer service was unhelpful.,negative,4,yes,yes,0
23505,other,60+,west,fashion,online,others,2,very disappointed with the quality.,negative,8,yes,yes,0
23506,female,36-45,west,groceries,online,jiomart,4,"amazing experience, highly recommend!",positive,61,no,no,1
23507,other,18-25,central,beauty,online,myntra,5,excellent product! exceeded expectations.,positive,52,no,no,1
23508,female,36-45,east,electronics,online,snapdeal,1,customer service was unhelpful.,negative,48,no,yes,0
23509,female,26-35,central,groceries,online,paytm mall,1,customer service was unhelpful.,negative,32,yes,yes,0
23510,other,36-45,east,automobile,online,facebook marketplace,2,very disappointed with the quality.,negative,31,yes,yes,0
23512,other,36-45,north,fashion,online,ajio,1,customer service was unhelpful.,negative,16,yes,yes,0
23513,female,36-45,central,beauty,online,shopclues,5,fast delivery and great packaging.,positive,35,yes,no,1
23514,other,26-35,north,fashion,online,nykaa,2,late delivery and poor packaging.,negative,39,yes,yes,0
23516,female,60+,east,sports,online,reliance digital,5,fast delivery and great packaging.,positive,50,no,no,1
23518,male,26-35,east,beauty,online,croma,2,customer service was unhelpful.,negative,11,yes,yes,0
23519,male,60+,north,groceries,online,boat,4,excellent product! exceeded expectations.,positive,32,yes,no,1
23520,female,18-25,east,electronics,online,swiggy instamart,1,late delivery and poor packaging.,negative,60,no,yes,0
23521,other,26-35,north,automobile,online,flipkart,2,not worth the price.,negative,64,no,yes,0
23522,female,46-60,east,books,online,swiggy instamart,5,fast delivery and great packaging.,positive,6,yes,no,1
23523,other,36-45,north,groceries,online,zepto,5,very satisfied with the quality.,positive,42,yes,no,1
23525,female,26-35,west,beauty,online,others,4,"amazing experience, highly recommend!",positive,61,no,no,1
23526,male,46-60,north,fashion,online,croma,1,not worth the price.,negative,46,yes,yes,0
23527,other,36-45,south,travel,online,facebook marketplace,5,very satisfied with the quality.,positive,25,yes,no,1
23528,male,36-45,west,sports,online,bigbasket,2,late delivery and poor packaging.,negative,17,yes,yes,0
23529,male,36-45,east,travel,online,meesho,2,not worth the price.,negative,1,yes,yes,0
23530,other,60+,east,automobile,online,swiggy instamart,1,customer service was unhelpful.,negative,27,yes,yes,0
23531,female,46-60,east,books,online,reliance digital,2,very disappointed with the quality.,negative,3,yes,yes,0
23533,female,36-45,west,travel,online,tata cliq,5,"amazing experience, highly recommend!",positive,4,yes,no,1
23534,female,36-45,north,beauty,online,snapdeal,2,late delivery and poor packaging.,negative,18,yes,yes,0
23535,male,46-60,central,groceries,online,swiggy instamart,5,very satisfied with the quality.,positive,36,yes,no,1
23536,other,36-45,central,travel,online,myntra,5,very satisfied with the quality.,positive,24,yes,no,1
23537,other,36-45,east,groceries,online,nykaa,5,"amazing experience, highly recommend!",positive,21,yes,no,1
23538,male,36-45,south,home & kitchen,online,boat,4,great value for money.,positive,54,no,no,1
23540,male,36-45,west,beauty,online,paytm mall,4,great value for money.,positive,4,yes,no,1
23541,other,60+,central,beauty,online,nykaa,5,very satisfied with the quality.,positive,9,yes,no,1
23542,female,60+,east,sports,online,zepto,5,"amazing experience, highly recommend!",positive,49,no,no,1
23543,male,18-25,east,beauty,online,myntra,1,not worth the price.,negative,22,yes,yes,0
23544,female,26-35,east,travel,online,paytm mall,1,product stopped working after few days.,negative,25,yes,yes,0
23547,other,46-60,west,groceries,online,paytm mall,4,great value for money.,positive,3,yes,no,1
23548,female,36-45,north,fashion,online,bigbasket,4,fast delivery and great packaging.,positive,21,yes,no,1
23551,female,36-45,south,fashion,online,croma,5,great value for money.,positive,61,no,no,1
23552,male,46-60,north,sports,online,boat,1,product stopped working after few days.,negative,62,no,yes,0
23553,other,60+,east,groceries,online,nykaa,2,not worth the price.,negative,2,yes,yes,0
23554,male,60+,central,automobile,online,boat,2,customer service was unhelpful.,negative,36,yes,yes,0
23555,other,36-45,west,books,online,others,2,not worth the price.,negative,35,yes,yes,0
23556,female,46-60,central,electronics,online,bigbasket,1,late delivery and poor packaging.,negative,17,yes,yes,0
23557,other,46-60,north,beauty,online,lenskart,1,product stopped working after few days.,negative,55,no,yes,0
23558,female,60+,west,travel,online,swiggy instamart,2,late delivery and poor packaging.,negative,64,no,yes,0
23559,male,46-60,west,groceries,online,boat,5,great value for money.,positive,16,yes,no,1
23561,other,26-35,west,automobile,online,snapdeal,5,"amazing experience, highly recommend!",positive,24,yes,no,1
23562,male,26-35,north,books,online,myntra,5,"amazing experience, highly recommend!",positive,35,yes,no,1
23563,male,18-25,west,electronics,online,meesho,2,very disappointed with the quality.,negative,63,no,yes,0
23564,female,26-35,central,books,online,tata cliq,4,great value for money.,positive,35,yes,no,1
23565,other,36-45,south,electronics,online,myntra,4,great value for money.,positive,56,no,no,1
23566,female,46-60,north,electronics,online,jiomart,5,very satisfied with the quality.,positive,44,yes,no,1
23567,male,26-35,north,fashion,online,boat,1,product stopped working after few days.,negative,28,yes,yes,0
23568,other,18-25,south,books,online,meesho,5,"amazing experience, highly recommend!",positive,46,yes,no,1
23569,female,18-25,central,fashion,online,tata cliq,2,product stopped working after few days.,negative,6,yes,yes,0
23570,female,18-25,central,automobile,online,nykaa,2,late delivery and poor packaging.,negative,49,no,yes,0
23572,male,36-45,south,automobile,online,amazon,4,"amazing experience, highly recommend!",positive,54,no,no,1
23574,female,26-35,central,groceries,online,reliance digital,4,great value for money.,positive,22,yes,no,1
23575,female,36-45,east,travel,online,nykaa,2,late delivery and poor packaging.,negative,17,yes,yes,0
23576,male,46-60,west,home & kitchen,online,ajio,1,very disappointed with the quality.,negative,60,no,yes,0
23580,male,18-25,west,home & kitchen,online,lenskart,4,"amazing experience, highly recommend!",positive,70,no,no,1
23581,female,18-25,central,beauty,online,nykaa,5,very satisfied with the quality.,positive,30,yes,no,1
23583,other,36-45,west,automobile,online,meesho,2,not worth the price.,negative,41,yes,yes,0
23585,other,36-45,east,beauty,online,lenskart,4,"amazing experience, highly recommend!",positive,25,yes,no,1
23587,other,60+,east,books,online,myntra,4,excellent product! exceeded expectations.,positive,43,yes,no,1
23588,male,26-35,west,electronics,online,paytm mall,1,very disappointed with the quality.,negative,3,yes,yes,0
23589,male,60+,north,fashion,online,reliance digital,5,great value for money.,positive,38,yes,no,1
23590,other,36-45,central,fashion,online,ajio,1,not worth the price.,negative,14,yes,yes,0
23591,other,60+,central,sports,online,tata cliq,4,excellent product! exceeded expectations.,positive,10,yes,no,1
23592,other,36-45,central,home & kitchen,online,bigbasket,1,not worth the price.,negative,18,yes,yes,0
23597,other,26-35,west,beauty,online,myntra,1,late delivery and poor packaging.,negative,42,yes,yes,0
23598,male,18-25,south,automobile,online,paytm mall,5,excellent product! exceeded expectations.,positive,10,yes,no,1
23600,male,46-60,central,books,online,flipkart,5,fast delivery and great packaging.,positive,7,yes,no,1
23601,female,26-35,north,sports,online,swiggy instamart,1,very disappointed with the quality.,negative,4,yes,yes,0
23602,other,46-60,central,sports,online,swiggy instamart,2,customer service was unhelpful.,negative,8,yes,yes,0
23603,other,18-25,central,home & kitchen,online,jiomart,2,late delivery and poor packaging.,negative,45,yes,yes,0
23604,female,18-25,north,sports,online,flipkart,5,fast delivery and great packaging.,positive,47,yes,no,1
23606,other,26-35,east,home & kitchen,online,meesho,1,not worth the price.,negative,27,yes,yes,0
23608,other,18-25,east,books,online,facebook marketplace,2,product stopped working after few days.,negative,14,yes,yes,0
23611,male,26-35,east,sports,online,nykaa,4,excellent product! exceeded expectations.,positive,18,yes,no,1
23612,other,26-35,north,automobile,online,zepto,2,late delivery and poor packaging.,negative,68,no,yes,0
23613,other,26-35,south,electronics,online,snapdeal,2,late delivery and poor packaging.,negative,56,no,yes,0
23615,male,36-45,east,electronics,online,ajio,2,customer service was unhelpful.,negative,66,no,yes,0
23616,female,60+,east,electronics,online,facebook marketplace,1,customer service was unhelpful.,negative,39,yes,yes,0
23617,other,18-25,central,beauty,online,zepto,2,product stopped working after few days.,negative,67,no,yes,0
23618,male,60+,south,sports,online,tata cliq,4,very satisfied with the quality.,positive,38,yes,no,1
23619,other,36-45,central,groceries,online,zepto,4,excellent product! exceeded expectations.,positive,53,no,no,1
23620,other,36-45,central,travel,online,shopclues,2,very disappointed with the quality.,negative,30,yes,yes,0
23621,female,46-60,central,groceries,online,meesho,4,excellent product! exceeded expectations.,positive,2,yes,no,1
23622,other,46-60,east,automobile,online,others,2,customer service was unhelpful.,negative,45,yes,yes,0
23623,other,60+,central,beauty,online,bigbasket,1,customer service was unhelpful.,negative,9,yes,yes,0
23624,female,60+,east,beauty,online,reliance digital,5,great value for money.,positive,25,yes,no,1
23625,other,18-25,south,home & kitchen,online,reliance digital,1,product stopped working after few days.,negative,4,yes,yes,0
23626,other,36-45,central,groceries,online,meesho,5,"amazing experience, highly recommend!",positive,9,yes,no,1
23627,male,36-45,central,groceries,online,reliance digital,1,not worth the price.,negative,15,yes,yes,0
23630,female,46-60,south,home & kitchen,online,zepto,2,not worth the price.,negative,70,no,yes,0
23631,other,36-45,central,electronics,online,nykaa,2,not worth the price.,negative,28,yes,yes,0
23632,other,60+,south,travel,online,bigbasket,4,"amazing experience, highly recommend!",positive,49,no,no,1
23634,female,46-60,central,groceries,online,meesho,4,fast delivery and great packaging.,positive,23,yes,no,1
23635,male,46-60,central,automobile,online,nykaa,1,not worth the price.,negative,8,yes,yes,0
23636,male,18-25,central,fashion,online,bigbasket,1,very disappointed with the quality.,negative,12,yes,yes,0
23638,male,46-60,west,groceries,online,flipkart,2,late delivery and poor packaging.,negative,46,yes,yes,0
23639,other,18-25,west,beauty,online,snapdeal,5,fast delivery and great packaging.,positive,2,yes,no,1
23641,male,26-35,east,groceries,online,facebook marketplace,5,excellent product! exceeded expectations.,positive,14,yes,no,1
23643,male,46-60,central,groceries,online,nykaa,4,fast delivery and great packaging.,positive,41,yes,no,1
23644,male,36-45,east,electronics,online,others,1,not worth the price.,negative,32,yes,yes,0
23645,male,26-35,east,electronics,online,others,2,very disappointed with the quality.,negative,63,no,yes,0
23646,other,46-60,east,groceries,online,lenskart,4,fast delivery and great packaging.,positive,20,yes,no,1
23647,female,26-35,north,automobile,online,zepto,2,late delivery and poor packaging.,negative,41,yes,yes,0
23648,female,18-25,south,travel,online,meesho,4,great value for money.,positive,22,yes,no,1
23650,other,26-35,north,home & kitchen,online,jiomart,4,very satisfied with the quality.,positive,19,yes,no,1
23651,other,26-35,west,beauty,online,nykaa,4,fast delivery and great packaging.,positive,55,no,no,1
23652,male,46-60,central,groceries,online,croma,4,excellent product! exceeded expectations.,positive,45,yes,no,1
23653,other,46-60,west,electronics,online,lenskart,1,very disappointed with the quality.,negative,64,no,yes,0
23654,female,18-25,west,automobile,online,snapdeal,1,not worth the price.,negative,60,no,yes,0
23655,other,18-25,west,electronics,online,paytm mall,4,excellent product! exceeded expectations.,positive,39,yes,no,1
23656,male,60+,north,fashion,online,swiggy instamart,2,product stopped working after few days.,negative,40,yes,yes,0
23657,other,36-45,north,books,online,nykaa,4,excellent product! exceeded expectations.,positive,62,no,no,1
23659,female,36-45,east,sports,online,shopclues,2,product stopped working after few days.,negative,33,yes,yes,0
23661,male,46-60,north,automobile,online,paytm mall,2,late delivery and poor packaging.,negative,31,yes,yes,0
23662,male,18-25,west,beauty,online,facebook marketplace,4,"amazing experience, highly recommend!",positive,42,yes,no,1
23663,other,26-35,north,automobile,online,croma,2,very disappointed with the quality.,negative,55,no,yes,0
23664,male,60+,north,fashion,online,swiggy instamart,1,customer service was unhelpful.,negative,69,no,yes,0
23665,other,18-25,south,travel,online,amazon,2,customer service was unhelpful.,negative,13,yes,yes,0
23666,female,60+,central,electronics,online,lenskart,2,late delivery and poor packaging.,negative,56,no,yes,0
23668,female,18-25,north,books,online,nykaa,2,late delivery and poor packaging.,negative,14,yes,yes,0
23669,female,36-45,north,electronics,online,reliance digital,2,not worth the price.,negative,65,no,yes,0
23671,female,26-35,west,home & kitchen,online,snapdeal,1,not worth the price.,negative,60,no,yes,0
23672,other,46-60,west,groceries,online,zepto,1,customer service was unhelpful.,negative,9,yes,yes,0
23673,other,18-25,east,fashion,online,snapdeal,5,"amazing experience, highly recommend!",positive,40,yes,no,1
23674,female,18-25,south,beauty,online,lenskart,2,not worth the price.,negative,1,yes,yes,0
23676,other,36-45,north,electronics,online,flipkart,5,"amazing experience, highly recommend!",positive,30,yes,no,1
23678,female,60+,central,automobile,online,tata cliq,4,excellent product! exceeded expectations.,positive,19,yes,no,1
23683,male,60+,east,electronics,online,flipkart,1,very disappointed with the quality.,negative,8,yes,yes,0
23684,other,18-25,west,fashion,online,croma,1,not worth the price.,negative,47,yes,yes,0
23685,other,36-45,south,automobile,online,swiggy instamart,1,customer service was unhelpful.,negative,47,yes,yes,0
23686,female,60+,north,fashion,online,nykaa,5,very satisfied with the quality.,positive,3,yes,no,1
23687,female,18-25,central,electronics,online,shopclues,4,great value for money.,positive,56,no,no,1
23688,female,60+,east,home & kitchen,online,croma,2,customer service was unhelpful.,negative,8,yes,yes,0
23689,female,46-60,north,sports,online,croma,5,very satisfied with the quality.,positive,64,no,no,1
23690,female,18-25,east,home & kitchen,online,shopclues,2,late delivery and poor packaging.,negative,19,yes,yes,0
23692,female,36-45,north,travel,online,myntra,2,product stopped working after few days.,negative,47,yes,yes,0
23693,other,26-35,west,groceries,online,others,4,very satisfied with the quality.,positive,66,no,no,1
23694,other,46-60,south,sports,online,tata cliq,1,not worth the price.,negative,39,yes,yes,0
23695,female,46-60,west,sports,online,myntra,2,customer service was unhelpful.,negative,56,no,yes,0
23696,female,60+,north,home & kitchen,online,lenskart,5,very satisfied with the quality.,positive,7,yes,no,1
23697,male,36-45,central,beauty,online,meesho,1,not worth the price.,negative,70,no,yes,0
23698,male,18-25,central,fashion,online,snapdeal,1,customer service was unhelpful.,negative,52,no,yes,0
23699,female,60+,east,travel,online,meesho,2,not worth the price.,negative,51,no,yes,0
23702,male,46-60,west,fashion,online,myntra,4,great value for money.,positive,52,no,no,1
23703,male,18-25,west,fashion,online,nykaa,4,excellent product! exceeded expectations.,positive,63,no,no,1
23704,male,36-45,west,electronics,online,reliance digital,1,product stopped working after few days.,negative,68,no,yes,0
23707,other,46-60,west,travel,online,lenskart,5,excellent product! exceeded expectations.,positive,7,yes,no,1
23709,male,26-35,west,fashion,online,croma,4,excellent product! exceeded expectations.,positive,38,yes,no,1
23710,male,60+,north,electronics,online,croma,4,great value for money.,positive,70,no,no,1
23712,male,18-25,east,beauty,online,swiggy instamart,5,"amazing experience, highly recommend!",positive,8,yes,no,1
23713,other,26-35,west,electronics,online,lenskart,1,customer service was unhelpful.,negative,71,no,yes,0
23714,male,60+,west,sports,online,shopclues,1,late delivery and poor packaging.,negative,7,yes,yes,0
23715,female,60+,north,electronics,online,snapdeal,4,"amazing experience, highly recommend!",positive,57,no,no,1
23716,female,36-45,west,sports,online,snapdeal,2,very disappointed with the quality.,negative,36,yes,yes,0
23717,female,60+,west,travel,online,others,2,late delivery and poor packaging.,negative,10,yes,yes,0
23718,female,60+,north,electronics,online,meesho,4,fast delivery and great packaging.,positive,69,no,no,1
23720,female,18-25,west,books,online,lenskart,5,"amazing experience, highly recommend!",positive,48,no,no,1
23721,female,60+,south,automobile,online,others,2,very disappointed with the quality.,negative,8,yes,yes,0
23722,other,46-60,north,beauty,online,amazon,5,"amazing experience, highly recommend!",positive,16,yes,no,1
23723,other,18-25,central,travel,online,lenskart,5,great value for money.,positive,66,no,no,1
23724,other,60+,east,groceries,online,tata cliq,5,great value for money.,positive,23,yes,no,1
23725,male,26-35,south,sports,online,amazon,4,"amazing experience, highly recommend!",positive,27,yes,no,1
23726,other,46-60,east,groceries,online,meesho,5,great value for money.,positive,4,yes,no,1
23727,other,26-35,south,travel,online,swiggy instamart,1,not worth the price.,negative,54,no,yes,0
23728,other,18-25,north,beauty,online,amazon,1,late delivery and poor packaging.,negative,14,yes,yes,0
23729,other,36-45,east,fashion,online,facebook marketplace,1,late delivery and poor packaging.,negative,42,yes,yes,0
23730,female,36-45,central,books,online,boat,5,excellent product! exceeded expectations.,positive,56,no,no,1
23731,other,60+,central,groceries,online,boat,5,very satisfied with the quality.,positive,45,yes,no,1
23732,female,18-25,west,automobile,online,shopclues,1,late delivery and poor packaging.,negative,70,no,yes,0
23733,other,60+,north,groceries,online,lenskart,2,product stopped working after few days.,negative,50,no,yes,0
23735,other,60+,south,home & kitchen,online,tata cliq,2,customer service was unhelpful.,negative,33,yes,yes,0
23737,other,26-35,north,electronics,online,boat,5,fast delivery and great packaging.,positive,71,no,no,1
23738,male,60+,west,groceries,online,tata cliq,4,fast delivery and great packaging.,positive,66,no,no,1
23739,other,26-35,east,automobile,online,ajio,5,great value for money.,positive,19,yes,no,1
23740,male,46-60,central,fashion,online,croma,1,not worth the price.,negative,15,yes,yes,0
23741,other,18-25,north,automobile,online,tata cliq,2,not worth the price.,negative,62,no,yes,0
23742,male,18-25,north,sports,online,others,4,very satisfied with the quality.,positive,16,yes,no,1
23743,male,26-35,west,automobile,online,reliance digital,2,customer service was unhelpful.,negative,16,yes,yes,0
23744,female,26-35,south,sports,online,meesho,1,customer service was unhelpful.,negative,10,yes,yes,0
23745,female,26-35,south,books,online,shopclues,4,fast delivery and great packaging.,positive,46,yes,no,1
23746,other,26-35,west,home & kitchen,online,paytm mall,5,excellent product! exceeded expectations.,positive,51,no,no,1
23747,female,46-60,central,automobile,online,lenskart,4,"amazing experience, highly recommend!",positive,3,yes,no,1
23749,female,46-60,west,sports,online,meesho,4,fast delivery and great packaging.,positive,51,no,no,1
23750,female,60+,south,travel,online,jiomart,2,product stopped working after few days.,negative,34,yes,yes,0
23752,female,18-25,east,beauty,online,jiomart,1,very disappointed with the quality.,negative,24,yes,yes,0
23754,other,18-25,east,beauty,online,croma,5,very satisfied with the quality.,positive,9,yes,no,1
23755,male,18-25,south,travel,online,ajio,2,product stopped working after few days.,negative,24,yes,yes,0
23756,male,46-60,north,electronics,online,shopclues,4,fast delivery and great packaging.,positive,14,yes,no,1
23757,male,46-60,north,travel,online,snapdeal,2,customer service was unhelpful.,negative,56,no,yes,0
23760,female,36-45,north,fashion,online,swiggy instamart,4,very satisfied with the quality.,positive,16,yes,no,1
23761,female,46-60,east,sports,online,croma,1,very disappointed with the quality.,negative,40,yes,yes,0
23762,female,36-45,north,sports,online,shopclues,5,very satisfied with the quality.,positive,25,yes,no,1
23763,other,46-60,west,groceries,online,zepto,1,customer service was unhelpful.,negative,13,yes,yes,0
23765,female,60+,north,beauty,online,ajio,2,late delivery and poor packaging.,negative,39,yes,yes,0
23766,female,36-45,north,groceries,online,facebook marketplace,5,"amazing experience, highly recommend!",positive,16,yes,no,1
23768,other,36-45,north,electronics,online,zepto,2,very disappointed with the quality.,negative,47,yes,yes,0
23769,other,26-35,south,beauty,online,others,5,very satisfied with the quality.,positive,12,yes,no,1
23770,male,46-60,central,sports,online,reliance digital,4,very satisfied with the quality.,positive,19,yes,no,1
23771,other,26-35,central,travel,online,zepto,5,very satisfied with the quality.,positive,4,yes,no,1
23772,female,26-35,central,groceries,online,bigbasket,4,"amazing experience, highly recommend!",positive,15,yes,no,1
23774,other,26-35,central,fashion,online,swiggy instamart,5,great value for money.,positive,64,no,no,1
23775,other,60+,east,books,online,jiomart,4,excellent product! exceeded expectations.,positive,15,yes,no,1
23776,male,46-60,north,travel,online,amazon,5,great value for money.,positive,17,yes,no,1
23777,male,26-35,west,books,online,reliance digital,5,excellent product! exceeded expectations.,positive,3,yes,no,1
23778,other,18-25,west,beauty,online,meesho,5,excellent product! exceeded expectations.,positive,22,yes,no,1
23779,male,26-35,central,travel,online,meesho,1,very disappointed with the quality.,negative,50,no,yes,0
23780,male,18-25,west,automobile,online,zepto,4,great value for money.,positive,34,yes,no,1
23781,male,26-35,east,home & kitchen,online,paytm mall,5,excellent product! exceeded expectations.,positive,65,no,no,1
23783,male,46-60,west,travel,online,zepto,5,excellent product! exceeded expectations.,positive,55,no,no,1
23785,female,18-25,west,automobile,online,tata cliq,5,great value for money.,positive,32,yes,no,1
23787,female,60+,north,automobile,online,lenskart,4,fast delivery and great packaging.,positive,29,yes,no,1
23788,other,60+,south,groceries,online,myntra,4,excellent product! exceeded expectations.,positive,1,yes,no,1
23789,other,26-35,central,electronics,online,boat,5,great value for money.,positive,21,yes,no,1
23790,male,36-45,west,electronics,online,flipkart,1,customer service was unhelpful.,negative,28,yes,yes,0
23791,other,26-35,north,fashion,online,amazon,5,very satisfied with the quality.,positive,69,no,no,1
23792,male,36-45,south,travel,online,myntra,2,late delivery and poor packaging.,negative,27,yes,yes,0
23795,other,46-60,west,home & kitchen,online,lenskart,1,very disappointed with the quality.,negative,45,yes,yes,0
23796,male,18-25,west,fashion,online,zepto,5,great value for money.,positive,40,yes,no,1
23797,other,46-60,north,beauty,online,reliance digital,2,product stopped working after few days.,negative,35,yes,yes,0
23798,female,46-60,central,books,online,swiggy instamart,1,product stopped working after few days.,negative,66,no,yes,0
23799,other,18-25,east,beauty,online,facebook marketplace,2,late delivery and poor packaging.,negative,60,no,yes,0
23800,other,46-60,central,books,online,bigbasket,1,product stopped working after few days.,negative,4,yes,yes,0
23802,male,60+,west,travel,online,amazon,5,"amazing experience, highly recommend!",positive,55,no,no,1
23803,other,60+,north,home & kitchen,online,amazon,2,late delivery and poor packaging.,negative,48,no,yes,0
23805,female,18-25,central,beauty,online,amazon,2,customer service was unhelpful.,negative,10,yes,yes,0
23807,male,36-45,central,beauty,online,paytm mall,2,not worth the price.,negative,57,no,yes,0
23808,male,46-60,south,automobile,online,flipkart,1,customer service was unhelpful.,negative,55,no,yes,0
23809,other,46-60,central,fashion,online,swiggy instamart,1,product stopped working after few days.,negative,52,no,yes,0
23811,female,26-35,east,books,online,jiomart,2,customer service was unhelpful.,negative,62,no,yes,0
23812,other,18-25,east,groceries,online,shopclues,4,excellent product! exceeded expectations.,positive,62,no,no,1
23813,male,26-35,west,home & kitchen,online,jiomart,2,not worth the price.,negative,29,yes,yes,0
23814,female,26-35,west,travel,online,boat,1,late delivery and poor packaging.,negative,51,no,yes,0
23815,other,26-35,south,books,online,flipkart,2,very disappointed with the quality.,negative,21,yes,yes,0
23816,other,18-25,north,automobile,online,reliance digital,4,very satisfied with the quality.,positive,64,no,no,1
23817,male,26-35,south,groceries,online,others,2,very disappointed with the quality.,negative,1,yes,yes,0
23818,female,60+,south,groceries,online,bigbasket,5,great value for money.,positive,43,yes,no,1
23819,male,26-35,west,automobile,online,paytm mall,5,great value for money.,positive,9,yes,no,1
23821,male,18-25,east,home & kitchen,online,myntra,5,great value for money.,positive,25,yes,no,1
23822,other,46-60,west,electronics,online,meesho,2,very disappointed with the quality.,negative,35,yes,yes,0
23823,male,18-25,west,electronics,online,flipkart,5,excellent product! exceeded expectations.,positive,53,no,no,1
23824,other,26-35,west,groceries,online,zepto,4,great value for money.,positive,19,yes,no,1
23825,female,60+,south,beauty,online,zepto,4,great value for money.,positive,33,yes,no,1
23826,other,46-60,east,fashion,online,snapdeal,1,very disappointed with the quality.,negative,66,no,yes,0
23827,male,36-45,north,electronics,online,croma,4,great value for money.,positive,47,yes,no,1
23828,male,46-60,east,home & kitchen,online,facebook marketplace,1,very disappointed with the quality.,negative,22,yes,yes,0
23829,female,46-60,central,books,online,others,4,very satisfied with the quality.,positive,10,yes,no,1
23830,other,46-60,central,fashion,online,paytm mall,4,very satisfied with the quality.,positive,42,yes,no,1
23831,other,36-45,west,sports,online,flipkart,2,late delivery and poor packaging.,negative,3,yes,yes,0
23832,other,36-45,east,automobile,online,croma,5,great value for money.,positive,30,yes,no,1
23833,female,18-25,central,sports,online,lenskart,1,customer service was unhelpful.,negative,56,no,yes,0
23834,other,60+,east,books,online,bigbasket,2,customer service was unhelpful.,negative,7,yes,yes,0
23835,female,36-45,west,home & kitchen,online,shopclues,4,"amazing experience, highly recommend!",positive,46,yes,no,1
23837,other,18-25,north,fashion,online,bigbasket,5,excellent product! exceeded expectations.,positive,40,yes,no,1
23839,female,46-60,central,beauty,online,croma,4,very satisfied with the quality.,positive,17,yes,no,1
23840,female,60+,west,sports,online,shopclues,4,very satisfied with the quality.,positive,30,yes,no,1
23841,female,60+,west,books,online,ajio,5,"amazing experience, highly recommend!",positive,23,yes,no,1
23842,other,60+,north,fashion,online,reliance digital,1,not worth the price.,negative,34,yes,yes,0
23843,other,46-60,north,sports,online,jiomart,4,excellent product! exceeded expectations.,positive,8,yes,no,1
23844,other,60+,central,groceries,online,paytm mall,1,customer service was unhelpful.,negative,20,yes,yes,0
23846,other,26-35,east,fashion,online,boat,4,excellent product! exceeded expectations.,positive,64,no,no,1
23847,other,36-45,west,electronics,online,snapdeal,4,"amazing experience, highly recommend!",positive,46,yes,no,1
23848,other,46-60,central,sports,online,meesho,5,fast delivery and great packaging.,positive,7,yes,no,1
23849,other,26-35,east,home & kitchen,online,bigbasket,4,excellent product! exceeded expectations.,positive,7,yes,no,1
23850,male,26-35,east,travel,online,amazon,5,fast delivery and great packaging.,positive,31,yes,no,1
23851,other,60+,east,automobile,online,bigbasket,4,very satisfied with the quality.,positive,58,no,no,1
23852,female,46-60,east,beauty,online,bigbasket,5,very satisfied with the quality.,positive,5,yes,no,1
23853,other,46-60,west,groceries,online,snapdeal,5,"amazing experience, highly recommend!",positive,7,yes,no,1
23854,female,18-25,north,automobile,online,ajio,5,"amazing experience, highly recommend!",positive,49,no,no,1
23855,female,36-45,south,beauty,online,croma,1,very disappointed with the quality.,negative,17,yes,yes,0
23856,other,36-45,east,automobile,online,reliance digital,2,very disappointed with the quality.,negative,25,yes,yes,0
23858,other,60+,east,travel,online,jiomart,1,product stopped working after few days.,negative,60,no,yes,0
